id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
14437047;ANJOS Lisbon City Comfy 3 Bed - 5 min to Metro!;186259819;Isabelle;Lisboa;Arroios;3.872.766;-913.231;Entire home/apt;90;4;57;07.08.2018;0.97;10;316
14438571;Apartment with river views in the heart of Alfama;15919286;Ines;Lisboa;Santa Maria Maior;3.871.155;-912.538;Entire home/apt;60;4;16;21.09.2018;0.27;2;233
14440282;Campo Santana;85870302;Maria;Lisboa;Arroios;387.237;-913.945;Entire home/apt;39;4;105;10.10.2017;Jan 83;1;119
14440653;SUITES Areeiro;1035795;Isabel;Lisboa;Areeiro;387.432;-913.016;Private room;25;2;17;15.07.2018;0.33;1;358
14441468;Restelo - Vista para Belém e rio Tejo (4 pessoas);88911408;Vera;Lisboa;Belm;3.870.269;-920.461;Entire home/apt;65;3;57;03.08.2019;0.97;1;0
14441871;Lisbon Escape;86040231;Dinah;Lisboa;Santo Antnio;3.872.518;-914.357;Private room;33;3;47;24.06.2018;Jan 20;4;273
14444617;Modern penthouse river view;3392988;Gilda Barreto;Lisboa;So Vicente;3.871.627;-912.105;Entire home/apt;155;2;65;24.02.2020;Jan 78;2;251
14446139;Lisbon Getaway;86040231;Dinah;Lisboa;Santo Antnio;3.872.434;-91.433;Private room;32;3;121;03.01.2020;02. Okt;4;330
14449530;Casas Do Duque @ Picoas;61531176;Patrícia;Lisboa;Arroios;3.872.839;-914.446;Entire home/apt;100;4;194;29.11.2019;Mrz 33;2;0
14450717;Romantic Apartment with Terrace Av Liberdade;58755802;Victoria;Lisboa;Santo Antnio;3.872.075;-914.213;Entire home/apt;85;2;141;10.10.2019;Feb 49;3;310
14450827;Apartamento T3 em Santa Cruz;89003505;Carlos;Torres Vedras;Silveira;3.913.202;-937.911;Entire home/apt;55;4;2;10.09.2019;0.06;1;294
14458114;Lisbonera Guesthouse - Marquês de Pombal Room;41713916;Joana & Ricardo;Lisboa;Avenidas Novas;3.873.017;-914.982;Private room;60;1;46;01.03.2020;0.85;7;126
14458558;Pensão Rosinha Color 8;872205;Camila&Paulo;Lisboa;Misericrdia;3.871.239;-915.096;Private room;19;2;87;25.08.2020;Jan 52;28;314
14460205;Historical Gem in Downtown, Baixa;17163789;Gem;Lisboa;Santa Maria Maior;3.871.124;-913.837;Entire home/apt;120;1;87;11.11.2019;Jan 48;17;111
14461391;Master Deco Gem in Bairro Alto;17163789;Gem;Lisboa;Misericrdia;3.871.262;-914.418;Entire home/apt;150;1;108;09.03.2020;Jan 88;17;136
14470721;T0 + 1,5 in the center of Ericeira;89193948;Diogo;Mafra;Ericeira;3.896.416;-941.777;Entire home/apt;40;3;42;22.07.2017;0.72;2;18
14471813;Little Lisbon - Inside the walls of the Castle;9518793;Diogo;Lisboa;Santa Maria Maior;3.871.194;-913.268;Entire home/apt;29;6;139;06.03.2020;Feb 36;1;274
14482078;Apartment Grd floor, 50m from beach with terrace;1123814;Marta;Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;3.869.396;-929.263;Entire home/apt;69;4;24;13.07.2019;0.42;2;136
14482133;In the heart of Lisbon | Sé (Cathedral);7802765;Vanda;Lisboa;Santa Maria Maior;3.870.941;-913.305;Private room;46;2;103;21.10.2019;02. Feb;1;363
14484056;Lisbon is waiting for you;89344592;Joana;Lisboa;Santa Maria Maior;3.871.391;-913.518;Entire home/apt;90;2;14;05.11.2018;0.24;1;216
14486249;Very nice & modern EZflats Two;89371649;Ezc,;Cascais;Cascais e Estoril;3.869.897;-941.955;Entire home/apt;110;2;64;19.05.2021;Jan 22;2;321
14487803;TAGUS 5 Colours Suites - GREEN SUITE;120054701;Thomas;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;3.870.143;-922.916;Private room;43;1;2;18.07.2020;0.03;15;288
14488090;The Yellow House - Keep Calm & Relax in Cascais;327292379;Yellow;Cascais;Cascais e Estoril;3.870.198;-942.662;Entire home/apt;110;3;27;31.08.2020;0.58;1;318
14488797;Apartment 1st floor, 50m from beach with terrace;1123814;Marta;Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;3.869.494;-92.925;Entire home/apt;75;4;32;03.08.2017;0.55;2;88
14493134;Refurbished Flat with Terrace in the Heart of Lisbon;36815814;Madalena;Lisboa;Misericrdia;3.871.457;-914.626;Entire home/apt;81;2;153;24.01.2020;Feb 68;3;325
14493601;TAGUS 5 COLOURS SUITES - ORANGE SUITE;120054701;Thomas;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;3.870.131;-922.844;Private room;43;1;4;17.09.2016;0.07;15;297
14495530;Sweet Room in the beach;30794175;Xana;Mafra;Ericeira;3.896.624;-940.476;Private room;30;2;8;21.09.2018;0.17;1;351
14497917;The Lisboans Apartments - Comfort one bedroom;87295495;Isaac;Lisboa;Santa Maria Maior;3.871.104;-913.574;Entire home/apt;97;2;40;26.12.2017;0.69;15;81
14498334;Charming, Welcoming Apartment near University and Metro;15176737;Tiago;Lisboa;Avenidas Novas;3.874.657;-915.319;Entire home/apt;56;1;255;15.01.2021;Apr 35;3;338
14498848;TAGUS 5 COLOURS SUITES - YELLOW (Private bathroom);120054701;Thomas;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;3.869.903;-922.776;Private room;43;1;6;04.01.2020;0.10;15;283
14500757;Historic Apartment São Jorge Castle;84627990;Sarah & Pedro;Lisboa;So Vicente;3.871.453;-912.963;Entire home/apt;39;1;258;12.06.2021;Apr 38;17;227
14501674;Tram28-Cozi room-typical neighbor..;88806820;Ana Margarida;Lisboa;Campo de Ourique;3.871.449;-916.793;Private room;35;3;14;21.12.2018;0.36;1;1
14502972;*CLEAN AND SAFE* New! Flat in the Castle;39031840;João;Lisboa;Santa Maria Maior;387.121;-913.176;Entire home/apt;40;3;96;15.05.2021;Jan 63;2;223
14502985;Center Mainstreet Av Liberdade + Private Parking;6167618;Andre;Lisboa;Santo Antnio;3.872.303;-914.735;Entire home/apt;149;4;39;24.10.2019;0.68;1;350
14509748;Lisbon Sweet Home, near Alfama;158847503;Tiago;Lisboa;So Vicente;3.871.677;-912.329;Entire home/apt;56;3;170;07.11.2019;Feb 93;4;233
14525293;REAL Carcavelos Beach Front;60949088;Vania;Cascais;Carcavelos e Parede;3.867.963;-932.794;Entire home/apt;65;3;101;18.01.2021;02. Okt;12;241
14526438;| Lisbon Attic Studio Flat | Historic Tram 28 Line;89792160;Liliana;Lisboa;Estrela;3.871.248;-915.851;Entire home/apt;59;4;32;08.05.2017;0.55;1;269
14527447;Beautiful Apartment Lisbon - Close to Everything:);15101734;Klaro;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;3.871.088;-923.031;Entire home/apt;39;30;4;31.07.2019;0.07;1;0
14528989;Cozy Apartment in the historic center of Lisbon;28036603;Manuel;Lisboa;Santa Maria Maior;387.162;-913.439;Entire home/apt;59;3;15;04.09.2018;0.26;3;295
14530497;Casa da Té-Té, o segredo da Colina;3177307;Claudia;Lisboa;So Vicente;3.871.976;-913.003;Entire home/apt;34;2;161;21.10.2019;Feb 75;5;229
14531035;Le Flat · Charming Apartment near Chiado;8026998;Inês;Lisboa;Misericrdia;3.871.051;-914.854;Entire home/apt;130;1;39;17.04.2019;0.68;9;364
14531305;apartamento centro torres vedras;89851698;Lucilia Maria Prazeres;Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;3.908.519;-925.971;Entire home/apt;50;2;9;13.01.2019;0.20;1;173
14531678;MariaHouse . Charme na Baixa;89847370;Sofia & Marco;Lisboa;Santa Maria Maior;3.870.827;-913.568;Entire home/apt;63;3;213;07.03.2020;Mrz 71;1;289
14532483;Ereira with Pool in Cascais.;688914;Luis;Cascais;Cascais e Estoril;3.870.375;-943.371;Entire home/apt;126;3;17;03.05.2019;0.29;38;95
14532764;Marble apartment in the center of Lisbon;66386748;Pedro;Lisboa;Arroios;3.872.982;-913.503;Entire home/apt;43;2;5;23.09.2017;0.13;2;33
14535577;Apartamento moderno e sofisticado num prédio do século XVIII;57496171;Pedro;Lisboa;Santa Maria Maior;3.870.982;-913.548;Entire home/apt;79;2;121;28.11.2020;02. Mai;2;60
14549957;Cantaria-one bedroom apartment, Alcantara, Lisbon;84994605;Bruno;Lisboa;Alcntara;387.051;-917.813;Entire home/apt;57;3;5;01.04.2018;0.13;2;1
14552305;Newly Remodeled Spacious Oeiras Apartment;90077993;Fernando;Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;3.869.558;-932.387;Entire home/apt;65;2;14;07.06.2020;0.31;1;310
14552710;Brasil Beta;90050447;Lopes;Lisboa;Alvalade;3.875.647;-915.025;Private room;21;6;7;25.08.2017;0.12;2;1
14555284;OFFER! ENSUITE OF THE WEEKEND CENTER NEXT TO METRO;7564916;Stefan;Lisboa;Avenidas Novas;3.873.046;-915.036;Private room;20;7;9;01.09.2017;0.15;86;0
14555902;Splendid Room in Lisbon Center Metro Alameda 50m;7564916;Stefan;Lisboa;Arroios;3.873.643;-913.535;Private room;15;1;8;24.08.2020;0.14;86;0
14556071;Conforto em bairro típico;15462808;Luís;Lisboa;Campo de Ourique;3.872.144;-916.163;Entire home/apt;50;3;69;30.12.2019;Jan 38;4;0
14560434;The Lisboans Apartments - Comfort one bedroom;87295495;Isaac;Lisboa;Santa Maria Maior;3.871.153;-91.356;Entire home/apt;96;2;37;13.12.2017;0.64;15;151
14561016;Central Apartment in Lisbon;6972343;Maxima;Lisboa;Areeiro;3.873.779;-913.124;Entire home/apt;190;2;9;03.01.2017;0.16;2;0
14561598;VR Martim Moniz;88113750;Vitor;Lisboa;Arroios;3.871.688;-913.704;Entire home/apt;65;2;6;28.07.2017;0.10;1;364
14564531;Lisbon 360° Scenic views at the heart of Lisbon;66862211;Ana&Michael;Lisboa;Misericrdia;387.147;-914.893;Entire home/apt;329;2;106;26.12.2020;Jan 84;3;265
14567794;SUITE ZUZA Apartment;53607985;ZUZABED (Luis Zuzarte);Lisboa;Misericrdia;3.871.243;-914.348;Entire home/apt;99;2;10;24.09.2019;0.19;24;365
14569315;Quiet and Sunny central Lisbon apartment +terrace;52947205;Butler;Lisboa;Alcntara;3.870.438;-918.202;Entire home/apt;64;2;5;21.09.2018;0.09;15;357
14571262;Chiado Appartment with terrace 2;16106300;Helena;Lisboa;Misericrdia;3.871.429;-914.371;Entire home/apt;45;2;88;28.01.2020;Jan 69;4;246
14574388;House in the center of Ericeira;89193948;Diogo;Mafra;Ericeira;3.896.389;-941.773;Entire home/apt;150;3;5;22.08.2019;0.11;2;15
14581414;The Countess Apartment;90380200;Pedro;Lisboa;Misericrdia;3.870.915;-915.264;Entire home/apt;115;3;4;30.12.2017;0.07;1;353
14585413;Quiet and cozy apartment! 10min airport and center;90401195;Lena;Lisboa;Areeiro;3.874.535;-913.342;Entire home/apt;57;1;451;15.06.2021;Jul 64;2;310
14586575;Apartamento Alcantara (Casinha Lisboeta UT bridge;90100456;Maria;Lisboa;Alcntara;387.046;-917.836;Entire home/apt;55;3;94;26.10.2019;Jan 63;1;179
14590095;Hidden Heaven Almoçageme  with ocean view - 2;83979209;Nelma;Sintra;Colares;3.879.668;-947.493;Private room;55;2;3;06.07.2018;0.05;4;0
14590250;Apartamento pleno de luz, junto ao miradouro de Santa Catarina;19916954;Vasco;Lisboa;Misericrdia;3.870.978;-914.883;Entire home/apt;107;3;226;29.11.2020;Mrz 89;1;261
14591881;Skyscraper apartment in Lisbon heated indoor pool;858677;André;Lisboa;Alvalade;3.875.472;-916.782;Entire home/apt;100;3;32;07.07.2019;0.68;2;180
14592246;180º AMAZING  RIVER VIEW - ROOF TOP LOFT;64613320;Madragoa;Lisboa;Estrela;3.870.791;-91.546;Entire home/apt;40;4;110;01.08.2020;Jan 88;17;160
14599118;Bairro Alto Terrace 2 bedroom | friends & family;1277626;João And Friends;Lisboa;Misericrdia;3.871.098;-914.633;Entire home/apt;93;2;58;23.02.2017;01. Jan;6;172
14600547;Double Bed in Lisbon Centre;59352694;Pedro;Lisboa;Penha de Frana;3.872.606;-912.889;Private room;39;2;0;;;3;365
14600976;Spacious Duplex in Lisbon Centre;59352694;Pedro;Lisboa;Penha de Frana;3.872.722;-913.031;Entire home/apt;75;4;2;17.04.2017;0.03;3;365
14604727;Housy2   between Beach & Mountain;20118803;Candida;Cascais;Cascais e Estoril;3.871.455;-94.351;Entire home/apt;90;3;62;18.08.2020;01. Jun;2;195
14607188;Story Flat Lisbon – Alfama III;8255315;Ana & Rita;Lisboa;Santa Maria Maior;3.871.257;-912.781;Entire home/apt;100;2;226;29.02.2020;Mrz 85;3;179
14611117;Ericeira Beach and Tranquility;90649241;Pedro;Mafra;Ericeira;3.898.571;-941.723;Entire home/apt;129;3;5;11.06.2021;0.22;1;300
14614797;Apartment near the beach! Wonderful sea view;40575778;Catarina;Lisboa;Lumiar;3.877.359;-915.691;Entire home/apt;120;3;4;01.08.2018;0.08;1;365
14618671;Casa do Conde I;24645254;Joana;Lisboa;Arroios;3.872.326;-913.651;Entire home/apt;69;3;1;13.02.2019;0.04;3;311
14619150;A Casinha da Paula;40895531;Paula Isabel;Loures;Loures;3.883.809;-91.889;Entire home/apt;75;2;31;14.09.2017;0.54;1;0
14620110;XVIII Century Bica Tram Historical Center;1848304;Samuel;Lisboa;Misericrdia;387.087;-914.701;Entire home/apt;52;2;178;19.09.2019;03. Mai;10;136
14624942;ARROIOS  flat very quiet;90786273;Médéric;Lisboa;Arroios;3.873.386;-913.631;Entire home/apt;70;2;166;20.01.2019;Feb 89;1;321
14626740;Charming apartment in Sta Isabel (City Center);9681722;Sofia;Lisboa;Campo de Ourique;3.871.932;-915.886;Entire home/apt;95;3;104;24.09.2019;Jan 82;1;30
14629660;Penthouse Casa Andorinhas Historical Center SANTOS;1648490;Marta;Lisboa;Estrela;3.870.785;-915.611;Entire home/apt;160;4;46;04.07.2019;0.90;1;0
14633736;Very Big  Room in the center of Lisbon - Backside;7564916;Stefan;Lisboa;Avenidas Novas;3.873.046;-915.036;Private room;19;14;4;27.09.2020;0.45;86;0
14634253;Cosy Design Downtown Studio Lisboa;87335838;Ropogest;Lisboa;Misericrdia;3.870.906;-914.949;Entire home/apt;40;2;122;07.08.2018;02. Sep;4;0
14636565;100 m2 Apt/Villa 4 pax Garden- Estoril/Bicesse;623990;Bernardo;Cascais;Alcabideche;3.872.836;-938.278;Entire home/apt;144;4;0;;;1;179
14642877;Superbe appartement dans le centre historique !;89744776;Auguste;Cascais;Cascais e Estoril;3.870.092;-942.528;Entire home/apt;100;4;50;18.07.2019;0.89;1;283
14643524;Cosy charming 1 bedroom flat @ the heart of Lisbon;36815814;Madalena;Lisboa;Misericrdia;3.871.348;-914.726;Entire home/apt;37;3;126;04.01.2020;Feb 22;3;175
14645304;Exclusive Apartment in Bica - JJ Apartments;90912659;Joana & João;Lisboa;Misericrdia;3.871.014;-914.598;Entire home/apt;52;2;223;26.10.2019;Mrz 85;3;361
14645930;The Lisboans Apartments - Superior one bedroom;87295495;Isaac;Lisboa;Santa Maria Maior;3.871.127;-913.602;Entire home/apt;120;2;44;24.06.2017;0.77;15;35
14646347;Lisbon heart 4-cozy Flat-Family Friendly;82023333;Tiago;Lisboa;Arroios;3.873.325;-913.279;Entire home/apt;75;1;33;01.06.2019;0.57;4;166
14646422;Experience Cascais like a local;4773942;Sandra;Cascais;Cascais e Estoril;3.870.144;-943.598;Entire home/apt;55;5;49;11.03.2020;0.84;2;288
14646772;Lisbon City Sweet Studio;19884024;Marco;Lisboa;Santa Maria Maior;3.871.746;-913.356;Entire home/apt;45;1;139;11.08.2020;Mrz 37;12;11
14647172;ALFAMA- CHATEAU -TERRASSE -VUE TAGE;9962826;Isabelle;Lisboa;Santa Maria Maior;3.871.346;-913.386;Entire home/apt;100;3;77;26.09.2019;Jan 33;1;333
14648710;Ericeira House Room Accommodation;90957123;Hélder;Mafra;Encarnao;3.901.332;-941.829;Entire home/apt;135;1;68;27.08.2019;Jan 25;1;215
14666674;Surfsplash Holiday Cottage;7000362;André;Mafra;Mafra;3.896.759;-936.637;Entire home/apt;40;2;36;13.06.2021;0.77;1;317
14669766;Small Studio in Bairro Alto;75226149;João;Lisboa;Misericrdia;3.871.225;-914.546;Entire home/apt;63;3;186;14.09.2019;Mrz 21;1;200
14676239;Apartment with sea view, in Carcavelos surf beach;91230499;Maria;Cascais;Carcavelos e Parede;3.867.998;-932.911;Entire home/apt;63;5;41;24.01.2019;0.70;1;303
14676446;The Lisboans Apartments - Deluxe two bedroom;87295495;Isaac;Lisboa;Santa Maria Maior;387.116;-913.602;Entire home/apt;155;2;19;18.07.2017;0.34;15;179
14679492;Alfama - Historic Center;32293705;António;Lisboa;Santa Maria Maior;3.871.068;-91.304;Entire home/apt;62;2;268;28.02.2020;Apr 64;4;348
14681116;PRÓXIMO DO AEROPORTO/ NEXT TO THE AIRPORT;4023643;Isabel;Lisboa;Olivais;387.682;-912.502;Private room;21;1;255;25.01.2021;Apr 40;2;307
14685442;Charmant appartement à SINTRA, 10 mins de Lisbonne;25139577;Stephanie;Sintra;Casal de Cambra;3.880.377;-923.372;Entire home/apt;49;2;31;20.03.2020;0.57;1;282
14690040;Tram 28 Home;91343666;Navi;Lisboa;Misericrdia;3.871.347;-915.179;Entire home/apt;51;2;61;13.07.2019;01. Mai;6;107
14691594;Bica Funicular Studio;56011707;Antonio;Lisboa;Misericrdia;3.870.992;-914.604;Entire home/apt;50;3;202;23.10.2019;Mrz 53;2;356
14693205;One Bedroom Apartment-Home in Lisbon;7732660;Sérgio;Lisboa;Ajuda;3.870.377;-919.314;Entire home/apt;49;3;94;07.07.2019;Jan 95;1;0
14693290;Capitão Guesthouse Ericeira 1;14164030;Vanessa;Mafra;Ericeira;3.896.455;-941.797;Private room;100;1;1;14.01.2018;0.02;6;365
14702856;Graça 59 Apartment | Location | Wi-Fi;91438952;Marta;Lisboa;Arroios;3.872.125;-913.347;Entire home/apt;68;1;65;07.08.2019;01. Dez;2;332
14703910;Double bed plus sleeping couch in center Lisbon;59352694;Pedro;Lisboa;Penha de Frana;387.273;-912.795;Private room;39;2;1;02.09.2016;0.02;3;364
14704978;Modern Apartment near the Bridge. Safe Stay!;39903070;Sofia;Lisboa;Estrela;3.870.452;-917.315;Entire home/apt;50;2;20;02.02.2021;0.38;9;311
14706733;The Lisboans Apartments - Comfort two bedroom;87295495;Isaac;Lisboa;Santa Maria Maior;3.871.099;-91.358;Entire home/apt;145;2;31;18.08.2017;0.54;15;180
14708765;City Center Suite;6653216;Carla;Lisboa;Santo Antnio;3.872.441;-914.356;Private room;40;3;93;18.03.2019;Jan 63;1;88
14709289;Pied à Terre Tram 28;91343666;Navi;Lisboa;Misericrdia;3.871.313;-915.069;Entire home/apt;49;3;43;12.10.2016;0.85;6;229
14709722;ram 28 apartment;91343666;Navi;Lisboa;Misericrdia;3.871.227;-91.514;Entire home/apt;50;2;56;03.12.2019;0.97;6;172
14712723;Capitão Guesthouse Ericeira 2;14164030;Vanessa;Mafra;Ericeira;3.896.417;-94.181;Private room;85;1;1;04.08.2017;0.02;6;365
14713252;Terrasse Tram28;91343666;Navi;Lisboa;Misericrdia;387.118;-915.256;Entire home/apt;70;3;74;01.06.2019;Jan 27;6;113
14713466;Capitão Guesthouse Ericeira 3;14164030;Vanessa;Mafra;Ericeira;3.896.248;-941.739;Private room;70;1;0;;;6;365
14713779;Capitão Guesthouse Ericeira 4;14164030;Vanessa;Mafra;Ericeira;3.896.376;-941.751;Private room;70;1;2;01.09.2020;0.03;6;365
14716767;Casa Angelina in Graça 63 By Lisbonne Collection;91589742;Lisbonne;Lisboa;Arroios;3.872.261;-913.258;Entire home/apt;104;3;29;02.07.2018;0.50;1;364
14728354;5 bedrooms apartment near Campo Martires da Patria;13667856;Hugo;Lisboa;Arroios;3.872.559;-913.934;Entire home/apt;115;5;21;26.07.2018;0.36;4;0
14734470;TAGUS 5 COLOURS SUITES-BLUE (private bathroom);120054701;Thomas;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;3.869.926;-922.987;Hotel room;40;1;6;08.06.2021;0.10;15;292
14736413;TAGUS 5 COLOURS-RED SUITE (with private bathroom);120054701;Thomas;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;3.869.912;-922.916;Hotel room;47;1;5;23.08.2020;0.11;15;297
14738415;Studio Art with Terrace, Garage & Elevator;27831121;Leda & Angelo;Lisboa;Misericrdia;3.870.893;-915.176;Entire home/apt;72;2;275;31.05.2021;Apr 75;2;10
14743905;The Marquês- City Center ✔Design ✔Friends & Family;22370159;Misha'S;Lisboa;Santo Antnio;3.872.499;-914.519;Entire home/apt;83;1;44;29.04.2019;0.81;31;126
14744280;High Floor Apartment with River View EXPO13;29202743;Ricardo;Lisboa;Parque das Naes;3.877.992;-909.554;Entire home/apt;164;3;11;14.05.2019;0.20;11;351
14746202;MC room 1/2;;;;;;;;;;;;;;
"(Centro)""";74482127;José;Lisboa;Santa Maria Maior;3.871.457;-913.508;Private room;199;2;25;21.06.2018;0.50;5;145;
14746291;Spacious Apartment in Lisbon;8126691;Miguel;Lisboa;Alvalade;3.875.449;-916.902;Entire home/apt;70;3;30;12.01.2020;0.55;6;307
14750674;Attend Fado Performances Near a City Center Apartment;22192546;Madalena;Lisboa;Santa Maria Maior;3.871.119;-913.835;Entire home/apt;185;2;70;10.11.2019;Jan 21;60;194
14752940;5 Bedroom Flat up to 12 people in Central Lisbon;83774690;Mafalda & Rodrigo;Lisboa;Arroios;3.872.187;-914.056;Entire home/apt;336;2;77;17.08.2018;Jan 34;11;320
14754501;Modern Cosy Flat with Terrace in Campo de Ourique.;91974037;Rita;Lisboa;Campolide;3.872.312;-917.131;Entire home/apt;65;2;107;08.10.2019;Jan 83;1;161
14756962;Ericeira, Center (3 minutes walk from beach);92002600;Dulce;Mafra;Ericeira;3.896.509;-940.434;Entire home/apt;74;2;20;23.04.2019;0.42;1;285
14769615;⭐️Center of Lisbon - University City⭐️;84050426;Ricardo;Lisboa;Avenidas Novas;3.874.523;-915.383;Entire home/apt;63;3;43;23.05.2019;01. Mai;1;321
14772460;1. Castelo S. Jorge - Double Bedroom;17733765;Maria;Lisboa;Avenidas Novas;3.874.772;-914.881;Private room;52;2;5;26.05.2019;0.09;25;348
14781724;Quarto à entrada de Lisboa;60139980;Celia;Amadora;guas Livres;3.874.729;-921.036;Private room;19;2;10;03.01.2020;0.49;1;0
14783139;Twin/Double Room - Suite Dance;84472028;Lisboa;Lisboa;So Vicente;3.871.368;-912.294;Private room;40;3;11;23.10.2019;0.19;4;0
14784005;BEAUTIFUL VERANDA MAGOITO;5751901;Nathy;Sintra;So Joo das Lampas e Terrugem;388.664;-944.794;Entire home/apt;40;2;149;27.03.2021;Feb 63;1;214
14784385;Gloria Amazing View;92298847;Miguel;Lisboa;Santo Antnio;3.871.678;-914.481;Entire home/apt;120;3;76;25.03.2020;Jan 49;1;317
14784732;2. LxRoller Praça Comércio - Triple with Closet;17733765;Maria;Lisboa;Alvalade;3.874.879;-914.733;Private room;52;2;16;17.08.2019;0.29;25;0
14785630;Chiado: lovely apt;91843805;Doron;Lisboa;Santa Maria Maior;3.871.168;-914.234;Entire home/apt;76;3;88;27.11.2019;Jan 51;2;163
14786730;Ericeira Ocean Flat;3953109;Feels Like Home;Mafra;Ericeira;3.896.756;-94.184;Entire home/apt;119;2;121;19.05.2021;02. Okt;272;294
14786984;3. Pasteis de Belém - bunkbed;17733765;Maria;Lisboa;Alvalade;3.874.706;-914.759;Private room;44;2;10;17.07.2017;0.19;25;317
14787232;Deluxe Double bedroom - balcony and closet;17733765;Maria;Lisboa;Alvalade;3.874.911;-914.753;Private room;52;2;9;29.08.2018;0.16;25;360
14792862;Pateo Santo Estevao 2;10580478;Mariza & Diogo;Lisboa;Santa Maria Maior;3.871.308;-912.738;Entire home/apt;75;3;90;14.10.2019;Jan 55;6;320
14793253;space no stress;92391705;Pedro;Lisboa;Areeiro;3.874.183;-914.033;Entire home/apt;100;2;6;26.06.2018;0.15;1;83
14796340;Central And Typical Apartment in Lisbon;92416702;Fernando;Lisboa;Misericrdia;3.870.779;-914.599;Entire home/apt;49;4;195;01.04.2021;Mrz 41;1;272
14797559;Casa ao Largo * lovely house;48184777;Tiago;Cascais;Cascais e Estoril;3.869.622;-942.006;Entire home/apt;70;31;23;01.06.2019;0.40;1;365
14800757;Uma's room;92460135;Jorge;Lisboa;Misericrdia;3.870.628;-914.399;Private room;30;2;78;08.10.2018;Jan 35;1;364
14802612;5.  Familiar with private WC;17733765;Maria;Lisboa;Alvalade;3.874.806;-914.789;Private room;52;2;10;27.07.2020;0.19;25;358
14805396;Casa da Vigia - Ericeira;67701065;Ana;Mafra;Ericeira;3.896.852;-941.515;Entire home/apt;130;4;4;28.05.2019;0.09;1;2
14805647;Grandma's Fado House in Alfama New!;12400145;Gonçalo;Lisboa;Santa Maria Maior;3.871.069;-91.281;Entire home/apt;70;3;127;07.12.2019;Feb 25;5;75
14807116;Sintra |Panoramic Terrace&Pool |Mountain&Sea Views;92521679;Cristina;Sintra;Algueiro-Mem Martins;3.879.841;-933.387;Private room;41;7;1;31.08.2017;0.02;1;89
14807541;Sea Views and swimming pool;45722620;James;Lourinh;Lourinh e Atalaia;3.923.292;-932.806;Entire home/apt;84;3;12;12.05.2019;0.48;1;306
14817188;Lovely family home in Graça;42151635;Dann;Lisboa;Arroios;3.872.017;-913.318;Entire home/apt;85;3;70;09.04.2018;Jan 28;1;94
14817817;Abaca Apartment, Damaia, Lisbon;22192546;Madalena;Amadora;guas Livres;3.874.649;-922.753;Entire home/apt;105;2;36;11.10.2019;0.63;60;36
14819660;Art Attic (River View);92639601;Antje;Lisboa;Santa Maria Maior;3.871.293;-912.517;Entire home/apt;50;3;143;17.06.2021;Feb 47;1;58
14819678;Alfama Balcony River View 11 by Lisbonne Collection;34827624;Lisbonne;Lisboa;Santa Maria Maior;3.871.151;-913.306;Entire home/apt;184;1;59;25.09.2019;01. Feb;40;359
14820001;Alfama Terrace River view 12 by Lisbonne Collection;34827624;Lisbonne;Lisboa;Santa Maria Maior;387.096;-913.282;Entire home/apt;173;1;74;26.09.2019;Jan 35;40;349
14824393;Pateo Boaventura in Bairro Alto. Stylish w pateo.;688914;Luis;Lisboa;Misericrdia;3.871.462;-914.623;Entire home/apt;76;2;49;19.10.2019;0.86;38;239
14825049;Quarto do Castelo São Jorge;58856345;Gabriel & Pereira Lda;Lisboa;Arroios;387.335;-913.522;Private room;25;3;12;22.01.2018;0.34;11;171
14833299;Estoril casa com vista;55700804;Filipa;Cascais;Cascais e Estoril;3.870.638;-938.511;Private room;18;6;0;;;2;27
14834129;Classic and Super Central Apartment 20 by Lisbonne Collection;34827624;Lisbonne;Lisboa;Misericrdia;3.870.743;-914.168;Entire home/apt;193;1;52;20.10.2019;0.95;40;360
14837644;Blue House RoofTop @ Principe Real Garden;2108990;Lisboa;Lisboa;Santo Antnio;3.871.618;-91.468;Entire home/apt;95;1;241;25.09.2020;Apr 31;8;276
14838163;Super Chic Lisboa;2108990;Lisboa;Lisboa;Estrela;3.870.821;-915.457;Entire home/apt;95;1;73;23.06.2019;Jan 30;8;23
14840455;Luxury Design Flat Center Lisboa;87335838;Ropogest;Lisboa;Arroios;3.873.485;-91.354;Entire home/apt;149;2;54;01.08.2019;0.94;4;165
14841398;SCS Apartments - São Marçal 33;42195490;Sérgio;Lisboa;Misericrdia;3.871.518;-915.027;Entire home/apt;50;1;421;22.11.2020;Jul 21;4;297
